,Time,Epoch,Step,LR,Loss,Accuracy,IoU,Dice
220,2024-05-11_08:39:55,7,48,0.008107167308472649,0.4041131029323656,0.36184292747860863,0.5199597864118156,0.44686914381681064
221,2024-05-11_08:39:57,8,0,0.007897987624074062,0.3992650508880615,0.369873046875,0.534191752993436,0.4464109124624865
222,2024-05-11_08:40:05,8,8,0.007897987624074062,0.3990677363342709,0.3653392085322627,0.534542324290239,0.4531863150699696
223,2024-05-11_08:40:13,8,16,0.007897987624074062,0.3978307510123533,0.36392772898954506,0.5309335845775554,0.45116964081040134
224,2024-05-11_08:40:20,8,24,0.007897987624074062,0.39729899883270264,0.36255218505859377,0.5297951627185193,0.4457295376258616
225,2024-05-11_08:40:28,8,32,0.007897987624074062,0.39668177113388525,0.3602840153857915,0.5252747351424517,0.4418705306800765
226,2024-05-11_08:40:36,8,40,0.007897987624074062,0.396190551722922,0.35746448795969893,0.5197860581242711,0.43752307770097587
227,2024-05-11_08:40:44,8,48,0.007897987624074062,0.39577750283844615,0.3577391695814068,0.5204413418905581,0.4345422683345198
228,2024-05-11_08:40:46,9,0,0.007668640689195541,0.3918032646179199,0.33629480997721356,0.48049993881735215,0.3873269221595062
229,2024-05-11_08:40:54,9,8,0.007668640689195541,0.39133399724960327,0.3532103079336661,0.513212125228638,0.42229712684631054
230,2024-05-11_08:41:02,9,16,0.007668640689195541,0.3908994899076574,0.3502325918160233,0.5069972026242272,0.4168161038147101
231,2024-05-11_08:41:10,9,24,0.007668640689195541,0.3904215943813324,0.3530880228678385,0.5156539318417329,0.4194961863454131
232,2024-05-11_08:41:17,9,32,0.007668640689195541,0.3899542878974568,0.35502331666272097,0.520059802105068,0.4226307478987889
233,2024-05-11_08:41:26,9,40,0.007668640689195541,0.38963380237904993,0.35446632199171113,0.5186675483099363,0.41900065313770213
234,2024-05-11_08:41:34,9,48,0.007668640689195541,0.3891190691870086,0.35463320154722044,0.5195128280810474,0.4195297451063299
235,2024-05-11_08:41:36,10,0,0.007420539612615588,0.38683485984802246,0.3294970194498698,0.45527304220793186,0.3749559152626238
236,2024-05-11_08:41:44,10,8,0.007420539612615588,0.3860928648047977,0.35136597244827833,0.5126620789833578,0.40329056690795384
237,2024-05-11_08:41:52,10,16,0.007420539612615588,0.38557157095740824,0.3493965747309666,0.5092508233540843,0.40216139631942566
238,2024-05-11_08:42:00,10,24,0.007420539612615588,0.3853411531448364,0.35164377848307293,0.5145020826979244,0.40305571261556483
239,2024-05-11_08:42:09,10,32,0.007420539612615588,0.38491665323575336,0.3522372775607639,0.5167552927260051,0.4036628767358416
240,2024-05-11_08:42:18,10,40,0.007420539612615588,0.38441680626171393,0.35301627182379003,0.5186665425187109,0.4043339667261299
241,2024-05-11_08:42:26,10,48,0.007420539612615588,0.38422865101269316,0.3530776614234561,0.5194338846605367,0.404016918143549
242,2024-05-11_08:42:28,11,0,0.007155213083474126,0.38195091485977173,0.35772959391276044,0.5252989295710663,0.3989463477282332
243,2024-05-11_08:42:37,11,8,0.007155213083474126,0.3810025254885356,0.35508445457175924,0.5257343899614874,0.4020514652948164
244,2024-05-11_08:42:45,11,16,0.007155213083474126,0.38070351937237906,0.34857043098000917,0.5103147704460578,0.39519514100377806
245,2024-05-11_08:42:53,11,24,0.007155213083474126,0.38045970678329466,0.3491242472330729,0.5120993963470647,0.3955822148270793
246,2024-05-11_08:43:01,11,32,0.007155213083474126,0.3800575796401862,0.3518611252909959,0.5196375939455584,0.3993443312463895
247,2024-05-11_08:43:08,11,40,0.007155213083474126,0.3797590274636338,0.35313151910053037,0.5228738851216908,0.40102143848163285
248,2024-05-11_08:43:16,11,48,0.007155213083474126,0.37952983501006143,0.3523833086701477,0.5215099050084566,0.399678382435732
249,2024-05-11_08:43:18,12,0,0.006874295937315227,0.3770831525325775,0.3629099527994792,0.5548161225159776,0.4116394676375013
250,2024-05-11_08:43:26,12,8,0.006874295937315227,0.37703043553564286,0.3560875786675347,0.5345121381147255,0.4023643438397348
251,2024-05-11_08:43:33,12,16,0.006874295937315227,0.3772989844574648,0.3531019173416437,0.5250591532697148,0.39886845812155247
252,2024-05-11_08:43:41,12,24,0.006874295937315227,0.3769028925895691,0.35305852254231773,0.5257466309302987,0.3984501218091285
253,2024-05-11_08:43:48,12,32,0.006874295937315227,0.3767240128733895,0.3529715489859533,0.5255617957177682,0.39809460170114147
254,2024-05-11_08:43:56,12,40,0.006874295937315227,0.3765220969188504,0.35234370658068154,0.5244073131853083,0.38728544127871745
255,2024-05-11_08:44:04,12,48,0.006874295937315227,0.3761696699930697,0.3514165553916879,0.5224947476450316,0.38257369252251294
256,2024-05-11_08:44:06,13,0,0.006579519066197423,0.3723984956741333,0.36116790771484375,0.5528753302452633,0.34779177498330266
257,2024-05-11_08:44:13,13,8,0.006579519066197423,0.3717920349703895,0.34572615446867766,0.5181563779020077,0.33929587860893196
258,2024-05-11_08:44:21,13,16,0.006579519066197423,0.371690827257493,0.34609446806066174,0.5174610311866555,0.34045816086289715
259,2024-05-11_08:44:29,13,24,0.006579519066197423,0.3713425588607788,0.3461273701985677,0.5165868887413629,0.3528551430572299
260,2024-05-11_08:44:36,13,32,0.006579519066197423,0.3711009296503934,0.3479877433391533,0.521160171710904,0.353301921527908
261,2024-05-11_08:44:44,13,40,0.006579519066197423,0.37102770587293116,0.34975303091653964,0.5258036609531426,0.3534188421456014
262,2024-05-11_08:44:52,13,48,0.006579519066197423,0.3717366061648544,0.3509576758559869,0.5268870359312262,0.35112437419486686
263,2024-05-11_08:44:54,14,0,0.006272698734680994,0.37177786231040955,0.34783045450846356,0.5272483213279512,0.34112892620523855
264,2024-05-11_08:45:01,14,8,0.006272698734680994,0.36991435951656765,0.34392717149522567,0.5107038451772662,0.33159156894206937
265,2024-05-11_08:45:09,14,16,0.006272698734680994,0.3693363193203421,0.34450022379557294,0.5128777208025332,0.3342951159774974
266,2024-05-11_08:45:17,14,24,0.006272698734680994,0.36895718216896056,0.3475159200032552,0.5211238797731019,0.3388610900510466
267,2024-05-11_08:45:24,14,32,0.006272698734680994,0.36885022936445294,0.3495215213660038,0.5267263290498835,0.3415552655677987
268,2024-05-11_08:45:32,14,40,0.006272698734680994,0.36869998167200785,0.3493008807422669,0.526481549214574,0.34130179852741727
269,2024-05-11_08:45:40,14,48,0.006272698734680994,0.36845946311950684,0.34971828849948183,0.5275010220199927,0.3414757420598081
270,2024-05-11_08:45:42,15,0,0.005955725367052237,0.36708101630210876,0.36923472086588544,0.5764915074554399,0.3597160766951177
271,2024-05-11_08:45:49,15,8,0.005955725367052237,0.3673868245548672,0.35678354899088544,0.5431723497325279,0.3454934923574997
272,2024-05-11_08:45:57,15,16,0.005955725367052237,0.3669227870071636,0.349514456356273,0.5284766202602537,0.3395596056605386
273,2024-05-11_08:46:04,15,24,0.005955725367052237,0.3668836462497711,0.3490924580891927,0.5270461634147756,0.3387256135098595
274,2024-05-11_08:46:12,15,32,0.005955725367052237,0.36667573632615985,0.34949847905322756,0.5284469337967244,0.3377198705319149
275,2024-05-11_08:46:20,15,40,0.005955725367052237,0.3666010302741353,0.3494899098466082,0.5289630836030008,0.33835590438528906
276,2024-05-11_08:46:27,15,48,0.005955725367052237,0.36641072801181246,0.34902206732302293,0.527546900038911,0.33739255770849397
277,2024-05-11_08:46:29,16,0,0.005630551874252084,0.365415096282959,0.33516820271809894,0.49412124706211813,0.33182916389744677
278,2024-05-11_08:46:37,16,8,0.005630551874252084,0.365050388707055,0.34459107010452833,0.5179125754330715,0.33333873660580476
279,2024-05-11_08:46:44,16,16,0.005630551874252084,0.36467605128007774,0.3434401867436428,0.515449517869635,0.3308866669236706
280,2024-05-11_08:46:52,16,24,0.005630551874252084,0.3643765354156494,0.34698084513346356,0.5245495849101224,0.33444443099225213
281,2024-05-11_08:47:00,16,32,0.005630551874252084,0.3642470926949472,0.34821296460700757,0.5279869479512701,0.3358862029043097
282,2024-05-11_08:47:07,16,40,0.005630551874252084,0.3646192645154348,0.3482900169806752,0.5269884486820621,0.3341023406701338
283,2024-05-11_08:47:15,16,48,0.005630551874252084,0.36443367235514584,0.3487950798605575,0.5288405479429346,0.33293297228039626
284,2024-05-11_08:47:17,17,0,0.005299181591605928,0.36316007375717163,0.3621533711751302,0.5660698090080817,0.33928600075233123
285,2024-05-11_08:47:25,17,8,0.005299181591605928,0.3630637758307987,0.3505421391239873,0.5339204548048205,0.3335630699277356
286,2024-05-11_08:47:32,17,16,0.005299181591605928,0.36299024960573983,0.3496866413191253,0.531986476896609,0.32975817608432517
287,2024-05-11_08:47:40,17,24,0.005299181591605928,0.3628541874885559,0.34952239990234374,0.5322141625663608,0.3294366419872343
288,2024-05-11_08:47:48,17,32,0.005299181591605928,0.36267445213866956,0.34913064975931185,0.5312323151977938,0.3296821225773652
289,2024-05-11_08:47:55,17,40,0.005299181591605928,0.3625726539914201,0.3491969224883289,0.5317633818349475,0.33009613037857205
290,2024-05-11_08:48:03,17,48,0.005299181591605928,0.36265660670338845,0.3479669531997369,0.5286443415358826,0.32938270725425095
291,2024-05-11_08:48:05,18,0,0.0049636559005630425,0.3619771897792816,0.3483416239420573,0.5244993532996108,0.32332372850286545
292,2024-05-11_08:48:13,18,8,0.0049636559005630425,0.3614471091164483,0.35130719785337094,0.536950950321196,0.3289105142324714
293,2024-05-11_08:48:20,18,16,0.0049636559005630425,0.36125853657722473,0.3470603344487209,0.5265496604963339,0.32480091907567454
294,2024-05-11_08:48:28,18,24,0.0049636559005630425,0.3612103533744812,0.34646087646484375,0.5264796678744069,0.32520370912149016
295,2024-05-11_08:48:35,18,32,0.0049636559005630425,0.36105689677325165,0.34866279062598643,0.5323415698039617,0.32790674496096067
296,2024-05-11_08:48:43,18,40,0.0049636559005630425,0.361005434175817,0.34978410674304494,0.5352977092959508,0.32843135411734115
297,2024-05-11_08:48:51,18,48,0.0049636559005630425,0.36100579950274253,0.3469786871047247,0.5277273034330519,0.324282377342789
298,2024-05-11_08:48:53,19,0,0.004626041609199582,0.3615283966064453,0.3598670959472656,0.5667551419466897,0.32310692879153147
299,2024-05-11_08:49:00,19,8,0.004626041609199582,0.3601083490583632,0.34574339124891496,0.5245836969314674,0.3114584146677297
300,2024-05-11_08:49:08,19,16,0.004626041609199582,0.36013517660253186,0.34607965805951285,0.5263212637992147,0.31467059185802637
301,2024-05-11_08:49:15,19,24,0.004626041609199582,0.3598759531974792,0.34583414713541666,0.5264104636067618,0.31506319029821583
302,2024-05-11_08:49:23,19,32,0.004626041609199582,0.3596852512070627,0.34852800465593436,0.5337053248677462,0.3190169430925716
303,2024-05-11_08:49:31,19,40,0.004626041609199582,0.35970707855573514,0.34666334322797576,0.5285686546639532,0.31896843804654446
304,2024-05-11_08:49:39,19,48,0.004626041609199582,0.3597588478302469,0.34688500644398385,0.5291100446586374,0.3182724883414963
305,2024-05-11_08:49:40,20,0,0.004288418167156112,0.3589645326137543,0.3476676940917969,0.5284241215474804,0.3152791592466197
306,2024-05-11_08:49:48,20,8,0.004288418167156112,0.35853080285920036,0.34443565651222513,0.522363220986908,0.307681537879327
307,2024-05-11_08:49:56,20,16,0.004288418167156112,0.3585895527811611,0.3434769873525582,0.5208262100593455,0.31053544027830915
308,2024-05-11_08:50:03,20,24,0.004288418167156112,0.3584655272960663,0.34455693562825523,0.5237950048939352,0.3117929327988375
309,2024-05-11_08:50:11,20,32,0.004288418167156112,0.35839747840707953,0.34688849400992344,0.5300806376501314,0.3145889683165498
310,2024-05-11_08:50:19,20,40,0.004288418167156112,0.35835824870481725,0.3463571750051607,0.5289882034555385,0.31378017433431316
311,2024-05-11_08:50:26,20,48,0.004288418167156112,0.3582567590840009,0.3462065612377764,0.5287260330194316,0.31308708348204023
312,2024-05-11_08:50:28,21,0,0.003952864790881809,0.3575153350830078,0.3585052490234375,0.5678916499438965,0.322462616289952
313,2024-05-11_08:50:36,21,8,0.003952864790881809,0.3574531508816613,0.3495671307599103,0.5386606822663257,0.3117536073377458
314,2024-05-11_08:50:44,21,16,0.003952864790881809,0.35752497701083913,0.3459928923962163,0.5293368154213876,0.31149806787813655
315,2024-05-11_08:50:51,21,24,0.003952864790881809,0.35748818039894104,0.3443394470214844,0.5254633145812335,0.30870634435603644
316,2024-05-11_08:50:59,21,32,0.003952864790881809,0.3574125784816164,0.34582199713196415,0.5295957404078296,0.30967385122224106
317,2024-05-11_08:51:06,21,40,0.003952864790881809,0.35730546785563955,0.3457796670557038,0.5296811897799729,0.3092085183767092
318,2024-05-11_08:51:14,21,48,0.003952864790881809,0.35736052296599563,0.34570813341205625,0.5288968940531799,0.3102536247564501
319,2024-05-11_08:51:16,22,0,0.0036214475744138514,0.35708850622177124,0.36113230387369794,0.5723258342260514,0.3227012786412297
320,2024-05-11_08:51:24,22,8,0.0036214475744138514,0.3567061490482754,0.34986835055881077,0.5392009891243936,0.31043721270598507
321,2024-05-11_08:51:31,22,16,0.0036214475744138514,0.3566114657065448,0.3483128267176011,0.5358862521836314,0.3089591068449014
322,2024-05-11_08:51:39,22,24,0.0036214475744138514,0.3565788960456848,0.34560546875,0.5295282089517408,0.3068068106376289
323,2024-05-11_08:51:47,22,32,0.0036214475744138514,0.35653995203249383,0.34630646368469853,0.5318833257262655,0.30791058853166364
324,2024-05-11_08:51:55,22,40,0.0036214475744138514,0.3564925622649309,0.3457823652562087,0.5302699662454768,0.3076916461600171
325,2024-05-11_08:52:02,22,48,0.0036214475744138514,0.3564352399232436,0.34538219737357834,0.5290689459521579,0.3068943308714584
326,2024-05-11_08:52:04,23,0,0.0032962066592322234,0.3563575744628906,0.35902150472005206,0.5642131090604003,0.33251182314532884
327,2024-05-11_08:52:12,23,8,0.0032962066592322234,0.35598089959886337,0.3453171341507523,0.5304543336625847,0.30857500094201823
328,2024-05-11_08:52:19,23,16,0.0032962066592322234,0.35595207003986135,0.34375815298043044,0.5250546281304151,0.30663176330450603
329,2024-05-11_08:52:27,23,24,0.0032962066592322234,0.35592797994613645,0.34549474080403647,0.5294339311392406,0.30735614441387976
330,2024-05-11_08:52:35,23,32,0.0032962066592322234,0.3558563364274574,0.3473775844381313,0.5341832326344882,0.30873469902454953
331,2024-05-11_08:52:42,23,40,0.0032962066592322234,0.3557925166153326,0.34687696627485076,0.5331099363942144,0.3079390659405646
332,2024-05-11_08:52:50,23,48,0.0032962066592322234,0.3557424149951156,0.34573231911172675,0.5298565313311876,0.306688085658883
333,2024-05-11_08:52:52,24,0,0.0029791435336748275,0.35545581579208374,0.3625132242838542,0.5750897932059403,0.323044206312807
334,2024-05-11_08:53:00,24,8,0.0029791435336748275,0.3554147018326653,0.3426666259765625,0.5210768274592117,0.3021395268186597
335,2024-05-11_08:53:07,24,16,0.0029791435336748275,0.355339856708751,0.343623067818436,0.5228449936877207,0.3028862398470564
336,2024-05-11_08:53:15,24,24,0.0029791435336748275,0.3553337943553925,0.3455168660481771,0.5285898397918294,0.3048835621113468
337,2024-05-11_08:53:23,24,32,0.0029791435336748275,0.3553054152113019,0.34481946386472145,0.5276873657001574,0.30447621166180744
338,2024-05-11_08:53:30,24,40,0.0029791435336748275,0.35525329083931156,0.3451847293512608,0.5294346456778508,0.3048295504323874
339,2024-05-11_08:53:38,24,48,0.0029791435336748275,0.35521836426793313,0.34572476756816006,0.5305703478284194,0.30513454405310986
340,2024-05-11_08:53:40,25,0,0.0026722085274387634,0.35494178533554077,0.3385518391927083,0.5102587456798074,0.30119610537026936
341,2024-05-11_08:53:47,25,8,0.0026722085274387634,0.3549070225821601,0.34686604252568,0.5297029907163948,0.3019856871568044
342,2024-05-11_08:53:55,25,16,0.0026722085274387634,0.3548617959022522,0.34468759274950217,0.5257036846454906,0.3014986272945947
343,2024-05-11_08:54:03,25,24,0.0026722085274387634,0.35483204483985903,0.3415691121419271,0.5186740565475969,0.2978791441231016
344,2024-05-11_08:54:10,25,32,0.0026722085274387634,0.3548063130089731,0.34271059132585624,0.5223952729217518,0.29305216132083545
345,2024-05-11_08:54:18,25,40,0.0026722085274387634,0.35477467062996654,0.34393946329752606,0.5253423591286817,0.2960258636043757
346,2024-05-11_08:54:26,25,48,0.0026722085274387634,0.35474121631408223,0.3445145743233817,0.5273437093332177,0.2978203753627235
347,2024-05-11_08:54:28,26,0,0.002377288558908817,0.35458487272262573,0.33154551188151044,0.4883115405056228,0.28829279066347774
348,2024-05-11_08:54:35,26,8,0.002377288558908817,0.3545355300108592,0.3391304016113281,0.5136423642463792,0.2974756104037363
349,2024-05-11_08:54:43,26,16,0.002377288558908817,0.3545026130536023,0.3402865540747549,0.5164445375855631,0.29927686796967384
350,2024-05-11_08:54:51,26,24,0.002377288558908817,0.3544718027114868,0.3416851806640625,0.5210504134435977,0.3008656345230708
351,2024-05-11_08:54:58,26,32,0.002377288558908817,0.3544477964892532,0.34323705808080807,0.5242323321615454,0.2987879177377814
352,2024-05-11_08:55:06,26,40,0.002377288558908817,0.3544147814192423,0.3446444999880907,0.527663286464686,0.30008133105576495
353,2024-05-11_08:55:14,26,48,0.002377288558908817,0.3543827837827254,0.3449521745954241,0.5286584061690774,0.30094397003959567
354,2024-05-11_08:55:15,27,0,0.0020961951808103033,0.35420775413513184,0.3380419413248698,0.5104705483846729,0.2971680585561894
355,2024-05-11_08:55:23,27,8,0.0020961951808103033,0.3541715343793233,0.3463096618652344,0.5312372697399513,0.2885166336844508
356,2024-05-11_08:55:31,27,16,0.0020961951808103033,0.35414299544166117,0.34584815829407933,0.5307692694732605,0.28244057243499293
357,2024-05-11_08:55:39,27,24,0.0020961951808103033,0.35412105441093444,0.3465760294596354,0.5327481704066098,0.28074348443311165
358,2024-05-11_08:55:46,27,32,0.0020961951808103033,0.35409851868947345,0.3456852845471315,0.5298160182626526,0.27870865646518467
359,2024-05-11_08:55:54,27,40,0.0020961951808103033,0.35407529080786354,0.3461972058303957,0.5312890508756317,0.28040536878928585
360,2024-05-11_08:56:01,27,48,0.0020961951808103033,0.3540585819555789,0.34551929292224703,0.5298251175096441,0.2837365307926258
361,2024-05-11_08:56:03,28,0,0.0018306529499923863,0.3539142608642578,0.36821619669596356,0.5862082465265346,0.32282163389714474
362,2024-05-11_08:56:11,28,8,0.0018306529499923863,0.3538898593849606,0.3587233931929977,0.5623305180673147,0.2898542054708381
363,2024-05-11_08:56:19,28,16,0.0018306529499923863,0.3538741434321684,0.3515148536831725,0.5459846534342951,0.28265919112810306
364,2024-05-11_08:56:26,28,24,0.0018306529499923863,0.353853622674942,0.34984629313151044,0.5407419675277615,0.2800901026642476
365,2024-05-11_08:56:34,28,32,0.0018306529499923863,0.3538353741168976,0.3465899843158144,0.5329152590422889,0.2772028031579172
366,2024-05-11_08:56:42,28,40,0.0018306529499923863,0.3538188708991539,0.3453397673319995,0.5292890642902687,0.2757825122476633
367,2024-05-11_08:56:49,28,48,0.0018306529499923863,0.3538001173613023,0.34498466439798575,0.5290888089277187,0.2754968858870828
368,2024-05-11_08:56:51,29,0,0.0015822881143422334,0.353677362203598,0.33652369181315106,0.5062236543213975,0.2688377592588518
369,2024-05-11_08:56:59,29,8,0.0015822881143422334,0.3536580204963684,0.3367156982421875,0.5043123444234996,0.2667604721405248
370,2024-05-11_08:57:06,29,16,0.0015822881143422334,0.353639634216533,0.3365011776194853,0.5060419051694641,0.2675640935331454
371,2024-05-11_08:57:14,29,24,0.0015822881143422334,0.353629344701767,0.34071685791015627,0.5178814975068354,0.27093001496694463
372,2024-05-11_08:57:22,29,32,0.0015822881143422334,0.3536185414502115,0.34391981182676373,0.5258116737075833,0.2735809256528293
373,2024-05-11_08:57:29,29,40,0.0015822881143422334,0.3536002054447081,0.3454041209647326,0.5301617349065934,0.2748391850839574
374,2024-05-11_08:57:37,29,48,0.0015822881143422334,0.3535837537171889,0.34531096374096515,0.529800503188145,0.2747502156438965
375,2024-05-11_08:57:39,30,0,0.0013526175527181538,0.3534751534461975,0.36824671427408856,0.5957039066624618,0.2948193373965649
376,2024-05-11_08:57:47,30,8,0.0013526175527181538,0.3534599112139808,0.3419986300998264,0.523919768622831,0.27273946886189687
377,2024-05-11_08:57:54,30,16,0.0013526175527181538,0.3534440030069912,0.3439780590580959,0.52730254860266,0.27402200392168524
378,2024-05-11_08:58:02,30,24,0.0013526175527181538,0.35342970609664914,0.3434467061360677,0.5261909557915815,0.2731903276889239
379,2024-05-11_08:58:09,30,32,0.0013526175527181538,0.3534158549525521,0.3456138071387705,0.5308867607815836,0.2746302892645095
380,2024-05-11_08:58:17,30,40,0.0013526175527181538,0.35340321427438315,0.3457389459377382,0.5310660772328055,0.27461055623886094
381,2024-05-11_08:58:25,30,48,0.0013526175527181538,0.35338951251944717,0.34489762701955784,0.528394470610749,0.27405157238272065
382,2024-05-11_08:58:27,31,0,0.0011430377992280754,0.35329827666282654,0.3444976806640625,0.5173692895472027,0.26687973360118117
383,2024-05-11_08:58:34,31,8,0.0011430377992280754,0.3532821337381999,0.34423927024558737,0.5280383195609386,0.2732116404975585
384,2024-05-11_08:58:42,31,16,0.0011430377992280754,0.35327331283513236,0.3447904399797028,0.529649747179686,0.2740475307017272
385,2024-05-11_08:58:50,31,24,0.0011430377992280754,0.35326179265975954,0.34644388834635415,0.5322065226601483,0.27490755269301065
386,2024-05-11_08:58:57,31,32,0.0011430377992280754,0.3532505225051533,0.3473535017533736,0.5350130223214649,0.2758273029451862
387,2024-05-11_08:59:05,31,40,0.0011430377992280754,0.353238408885351,0.34658475426154406,0.5328239333392185,0.27524495911298713
388,2024-05-11_08:59:13,31,48,0.0011430377992280754,0.35322717683655874,0.3451111722154682,0.5289770406884782,0.27396955907577303
389,2024-05-11_08:59:15,32,0,0.0009548137806908792,0.35315531492233276,0.3540496826171875,0.5572982606521468,0.2838398085115694
390,2024-05-11_08:59:22,32,8,0.0009548137806908792,0.35313958591885036,0.34531233045789933,0.5316660817108745,0.2744721095181111
391,2024-05-11_08:59:30,32,16,0.0009548137806908792,0.3531310558319092,0.34531813976811426,0.5301674251509074,0.2741250687852654
392,2024-05-11_08:59:38,32,24,0.0009548137806908792,0.3531240081787109,0.34485249837239584,0.5289952857191457,0.27386429215583985
393,2024-05-11_08:59:45,32,32,0.0009548137806908792,0.3531158178141623,0.34521465108852195,0.529613870836005,0.2739949418285324
394,2024-05-11_08:59:53,32,40,0.0009548137806908792,0.3531051728783584,0.345383527802258,0.530088354028072,0.27425352372630635
395,2024-05-11_09:00:01,32,48,0.0009548137806908792,0.3530944567553851,0.3445423152171025,0.527667893389948,0.27352700600394786
396,2024-05-11_09:00:03,33,0,0.0007890664785297995,0.35303300619125366,0.34273529052734375,0.5221148414263085,0.27238857787985066
397,2024-05-11_09:00:10,33,8,0.0007890664785297995,0.35301893949508667,0.3428580672652633,0.522748062565241,0.27241312302183335
398,2024-05-11_09:00:18,33,16,0.0007890664785297995,0.35301268977277417,0.3412959528904335,0.520447514035909,0.27120063294471636
399,2024-05-11_09:00:25,33,24,0.0007890664785297995,0.3530051898956299,0.34347320556640626,0.5249650603932583,0.27271844071403206
400,2024-05-11_09:00:33,33,32,0.0007890664785297995,0.3529965669819803,0.3428557039511324,0.5233731180229767,0.2721781983276453
401,2024-05-11_09:00:41,33,40,0.0007890664785297995,0.35298856002528495,0.3450328857918096,0.5287912425559673,0.27385775051863653
402,2024-05-11_09:00:48,33,48,0.0007890664785297995,0.3529802883157925,0.3448271459462691,0.5286290832297988,0.27373199059045267
403,2024-05-11_09:00:50,34,0,0.0006467578008204014,0.35292863845825195,0.33988062540690106,0.5217334307417789,0.2719971061136764
404,2024-05-11_09:00:58,34,8,0.0006467578008204014,0.3529195818636153,0.3485432377567998,0.5399339779497487,0.27751241641578395
405,2024-05-11_09:01:06,34,16,0.0006467578008204014,0.35291311495444355,0.34939126407398896,0.5406063080195199,0.2776262085218085
406,2024-05-11_09:01:13,34,24,0.0006467578008204014,0.3529057347774506,0.3446741231282552,0.529021781864608,0.27377140706985853
407,2024-05-11_09:01:21,34,32,0.0006467578008204014,0.35289842341885425,0.34597766760623816,0.5312171310775584,0.27437809321396217
408,2024-05-11_09:01:29,34,40,0.0006467578008204014,0.3528920862732864,0.3467985633912125,0.5333288796537232,0.27505564666056237
409,2024-05-11_09:01:37,34,48,0.0006467578008204014,0.3528856349234678,0.3446932163368277,0.5279458055604911,0.27317541818672436
410,2024-05-11_09:01:39,35,0,0.0005286687167384367,0.3528383672237396,0.3372650146484375,0.509896015423725,0.2674704135539914
411,2024-05-11_09:01:47,35,8,0.0005286687167384367,0.352834079000685,0.347603268093533,0.5362447732836733,0.27649338603756085
412,2024-05-11_09:01:54,35,16,0.0005286687167384367,0.3528278259670033,0.3428281896254596,0.5233115897351314,0.2719723504258384
413,2024-05-11_09:02:02,35,24,0.0005286687167384367,0.3528217661380768,0.3428728739420573,0.5238723428947542,0.27227562587247617
414,2024-05-11_09:02:10,35,32,0.0005286687167384367,0.35281650225321454,0.3445541304771346,0.5276704272106427,0.2731487464442342
415,2024-05-11_09:02:17,35,40,0.0005286687167384367,0.35281123838773587,0.3446387624352928,0.5277721680122013,0.2731643791360501
416,2024-05-11_09:02:25,35,48,0.0005286687167384367,0.35280599034562404,0.3445762582376701,0.527573562632551,0.2730914637061421
417,2024-05-11_09:02:27,36,0,0.00043536072548711134,0.35277050733566284,0.3465156555175781,0.52893028843962,0.27447680406429364
418,2024-05-11_09:02:35,36,8,0.00043536072548711134,0.3527657787005107,0.35004439177336516,0.5390268074340477,0.2774749110226213
419,2024-05-11_09:02:42,36,16,0.00043536072548711134,0.3527609530617209,0.34678058998257505,0.5330499753864605,0.27518269339371926
420,2024-05-11_09:02:50,36,24,0.00043536072548711134,0.3527569806575775,0.34505701700846353,0.528690960953462,0.27377241065664476
421,2024-05-11_09:02:58,36,32,0.00043536072548711134,0.35275179418650543,0.3441611781264796,0.5262949935806625,0.2729066312499125
422,2024-05-11_09:03:06,36,40,0.00043536072548711134,0.3527467890483577,0.344983449796351,0.5284401849728647,0.27354164671169434
423,2024-05-11_09:03:13,36,48,0.00043536072548711134,0.35274305574747983,0.3455526131350978,0.5304857280927204,0.27388805805549116
424,2024-05-11_09:03:15,37,0,0.00036709246639002346,0.35271406173706055,0.346923828125,0.5362513408120916,0.2755302573834806
425,2024-05-11_09:03:23,37,8,0.00036709246639002346,0.3527096145682865,0.3450688962583189,0.529202615929742,0.27208910949970544
426,2024-05-11_09:03:31,37,16,0.00036709246639002346,0.3527049562510322,0.3452393026912914,0.528868081696634,0.2729394176477077
427,2024-05-11_09:03:38,37,24,0.00036709246639002346,0.3527019083499908,0.34666778564453127,0.5327759628995106,0.27452495209805644
428,2024-05-11_09:03:46,37,32,0.00036709246639002346,0.3526980894984621,0.3441806369357639,0.5267118696219596,0.272563932498689
429,2024-05-11_09:03:54,37,40,0.00036709246639002346,0.3526938652119985,0.3446560371212843,0.5277280127906206,0.2729579860427472
430,2024-05-11_09:04:02,37,48,0.00036709246639002346,0.3526896013289082,0.34502283732096356,0.5290759987113376,0.2730793274790149
431,2024-05-11_09:04:03,38,0,0.0003235969250041231,0.3526608347892761,0.3585319519042969,0.5644194090529339,0.28272346786754615
432,2024-05-11_09:04:11,38,8,0.0003235969250041231,0.3526584075556861,0.34421058937355326,0.5302936113924207,0.2719404466113
433,2024-05-11_09:04:19,38,16,0.0003235969250041231,0.3526558315052706,0.34504542631261487,0.530209586922809,0.27279690987062194
434,2024-05-11_09:04:27,38,24,0.0003235969250041231,0.3526530647277832,0.34557327270507815,0.5313018990641868,0.2737052832383369
435,2024-05-11_09:04:34,38,32,0.0003235969250041231,0.352650292895057,0.34611426459418404,0.5324370658488193,0.2739693915039611
436,2024-05-11_09:04:42,38,40,0.0003235969250041231,0.35264712862852143,0.345428125645087,0.5299737558198611,0.2732433394645209
